会社,証券コード,時価総額,PER,前日比 (%),年初来 (%),5年前比 (%),,,
"Decentral Life, Inc.",WDLF,2957917.157,,33.333,14.285714285714306,-98,,4871,2957917.157
AMERITYRE CORP,AMTY,2955726.852,,-1.266,-2.5,82.24299065420561,,4872,2955726.852
"Aravive, Inc.",ARAV,2949862.185,,,-67.58286176,-99.19477912,,4873,2949862.185
"ShiftPixy, Inc.",PIXY,2940975.3053333336,,,,-99.99881831,,4874,2940975.305
"SHINECO, INC.",SISI,2930874.05,,-4.52,-62.69315673,-97.11022195,,4875,2930874.05
Phio Pharmaceuticals Corp.,PHIO,2922956.63,,-4.811,53.888888888888886,-99.73987679,,4876,2922956.63
SCWorx Corp.,WORX,2920405.7649999997,,1.412,6.213017751479285,-95.98434004,,4877,2920405.765
"Matinas BioPharma Holdings, Inc.",MTNB,2914842.405,,3.02,12.352941176470566,-99.22040816,,4878,2914842.405
"MedAvail Holdings, Inc.",MDVL,2905039.8000000003,,-40.594,-59.91091314,7.142857142857139,,4879,2905039.8
"SenesTech, Inc.",SNES,2894203.1999999997,,-8.197,-15.40785498,-99.98022264,,4880,2894203.2
CURO Group Holdings Corp.,CURO,2891037.9400000004,,-22.652,-91.25,-99.2768595,,4881,2891037.94
"Quoin Pharmaceuticals, Ltd.",QNRX,2884405.114,,-3.12,-12.21745812,-99.96636037,,4882,2884405.114
"Alaunos Therapeutics, Inc.",TCRT,2882253.6,,4.046,-5.511811024,-99.75903614,,4883,2882253.6
Two Hands Corp,TWOH,2842845.275,,,49.99999999999997,-99.99999914,,4884,2842845.275
"SMC Entertainment, Inc.",SMCE,2841198.114,0.13,40,40,-41.66666667,,4885,2841198.114
"One World Products, Inc.",OWPC,2816689.162,,2.198,10.373443983402481,-98.22666667,,4886,2816689.162
"VACCINEX, INC.",VCNX,2807706.24,,-14.961,10.204081632653072,-99.89834443,,4887,2807706.24
RVL Pharmaceuticals plc,RVLP,2806892.555,,,-97.48214286,,,4888,2806892.555
"STRYVE FOODS, INC.",SNAX,2802714,,7.143,16.82224794042375,-99.50641658,,4889,2802714
"HELIUS MEDICAL TECHNOLOGIES, INC.",HSDT,2799857.172,,-6.476,12.039385349843343,-99.96594104,,4890,2799857.172
"cbdMD, Inc.",YCBD,2782855.898,,-10.382,33.97333333333333,-98.99419419,,4891,2782855.898
AUDDIA INC.,AUUD,2780100.75,,-0.02,-3.902726025,,,4892,2780100.75
Adamas One Corp.,JEWL,2777478.304,,-5.072,305.78098943857697,,,4893,2777478.304
TUPPERWARE BRANDS CORP,TUP,2776159.1999999997,,-88.233,-97,-99.61439589,,4894,2776159.2
"Avenir Wellness Solutions, Inc.",AVRW,2762380.8800000004,,29.63,16.66666666666667,-98.71323529,,4895,2762380.88
Proterra Inc,PTRAQ,2746260,,,-35.58823529,,,4896,2746260
"Dermata Therapeutics, Inc.",DRMA,2714221.44,,,-1.481481481,,,4897,2714221.44
ConneXionONE Corp.,CNNN,2658473.8279999997,,,,-92.6,,4898,2658473.828
"IMAC Holdings, Inc.",BACK,2657422.68,,,3.937007874015734,-96.96551724,,4899,2657422.68
Energous Corp,WATT,2657284.11,,-2.857,-49.5049505,-98.59116022,,4900,2657284.11
"Vynleads, Inc.",VYND,2643711.75,,,,Infinity,,4901,2643711.75
CFN Enterprises Inc.,CNFN,2643159.377,,2.656,-23.60465116,-60.18181818,,4902,2643159.377
"Processa Pharmaceuticals, Inc.",PCSA,2639690.7520000003,,-6.59,-8.576601041,-99.68313725,,4903,2639690.752
Venus Concept Inc.,VERO,2631488.968,,-1.973,-3.665338645,-99.59767055,,4904,2631488.968
TREASURE GLOBAL INC,TGL,2625662.368,,10.126,33.03269447576099,,,4905,2625662.368
"MS YOUNG ADVENTURE ENTERPRISE, INC.",MSYN,2625350.13,,-20.408,107.44680851063833,,,4906,2625350.13
Bravo Multinational Inc.,BRVO,2625019.706,6.68,,19.782608695652186,-73.76190476,,4907,2625019.706
"Rocky Mountain High Brands, Inc.",RMHB,2623853.843,,6.667,6.666666666666671,-83.95989975,,4908,2623853.843
"GPO Plus, Inc.",GPOX,2599110.63,,,12.5,-89.31623932,,4909,2599110.63
Ameramex International Inc,AMMX,2595102.125,,-8.377,-18.46243448,-66.34615385,,4910,2595102.125
NewStream Energy Technologies Group Inc,NSGP,2564720.795,,,,-99.89913545,,4911,2564720.795
Luduson G Inc.,LDSN,2535598.8449999997,,-6.25,-10,Infinity,,4912,2535598.845
NETWORK CN INC,NWCN,2508859.2,,25,25,-55.55555556,,4913,2508859.2
Qrons Inc.,QRON,2485712.959,,,-5.459314717,-51.94444444,,4914,2485712.959
"Wally World Media, Inc",WLYW,2478622.748,,,33.928571428571416,200,,4915,2478622.748
FULLNET COMMUNICATIONS INC,FULO,2461903.47,,-0.037,-2.628314244,1026.502002670227,,4916,2461903.47
"POWERDYNE INTERNATIONAL, INC.",PWDY,2450409.7591999997,,-7.143,13.043478260869563,224.99999999999994,,4917,2450409.759
"SpringBig Holdings, Inc.",SBIG,2450064.452,,,29.024390243902445,,,4918,2450064.452
Thunder Energies Corp,TNRG,2439310.32,,,,-42.85714286,,4919,2439310.32
Kinetic Seas Inc.,ECGR,2436800,,,433.33333333333337,370.5882352941177,,4920,2436800
CYANOTECH CORP,CYAN,2432991.72,,,-6.7854695,,,4921,2432991.72
"Tivic Health Systems, Inc.",TIVC,2427749.165,,7.582,-15.16464471,,,4922,2427749.165
"Galera Therapeutics, Inc.",GRTX,2425890.782,,0.225,-2.620087336,-99.67821068,,4923,2425890.782
CONNS INC,CONN,2373092.768,,-46.399,-97.80405405,-99.51201201,,4924,2373092.768
"Authentic Holdings, Inc.",AHRO,2365202.407,,5,-12.5,-86.70886076,,4925,2365202.407
SusGlobal Energy Corp.,SNRG,2363976.3419999997,,,-2.702702703,-10,,4926,2363976.342
Bone Biologics Corp,BBLG,2360311.925,,-1.002,1.8930128682335408,-99.98121373,,4927,2360311.925
CHASE PACKAGING CORP,WHLT,2351522.536,5.8,,35.714285714285694,-70.76923077,,4928,2351522.536
"Odyssey Health, Inc.",ODYY,2347629.4968250003,,,-8.740601504,-98.78625,,4929,2347629.497
Nuvve Holding Corp.,NVVE,2344863.3200000003,,-6.944,-14.1025641,,,4930,2344863.32
"DIGITAL ALLY, INC.",DGLY,2339811.387,,1.317,-19.47458595,-97.92647059,,4931,2339811.387
STRATEGIC ACQUISITIONS INC,STQN,2336250,3.65,,,46.44351464435147,,4932,2336250
VYCOR MEDICAL INC,VYCO,2332758.44,,,,-56.28517824,,4933,2332758.44
NP Life Sciences Health Industry Group Inc.,NPLS,2315521.039,,,,,,4934,2315521.039
iSpecimen Inc.,ISPC,2281449.69,,-16.842,-10.73446328,,,4935,2281449.69
"NAPC Defense, Inc.",BLIS,2275138.6794000003,,-27.099,8.444444444444457,-98.95726496,,4936,2275138.679
Wolverine Resources Corp.,WOLV,2254038.7139999997,,-22.213,10.429447852760745,-66.66666667,,4937,2254038.714
"Cyclacel Pharmaceuticals, Inc.",CYCC,2237616.26,,0.993,-5.345744681,-99.83726566,,4938,2237616.26
"Checkpoint Therapeutics, Inc.",CKPT,2226000,,-4.505,-0.625,-82.62295082,,4939,2226000
"Troika Media Group, Inc.",TRKA,2218009.346,,-40.889,-95.4137931,,,4940,2218009.346
SUIC Worldwide Holdings Ltd.,SUIC,2203104.876,,8.134,-22.66932271,-99.0295,,4941,2203104.876
PORTSMOUTH SQUARE INC,PRSI,2202561,,,71.42857142857142,-96.28712871,,4942,2202561
UC Asset LP,UCASU,2194010,,,-42.85714286,,,4943,2194010
TILT Holdings Inc.,TLLTF,2192847.189,,10.877,20.15209125475286,-97.65925926,,4944,2192847.189
TRENDMAKER INC. LTD.,TMIN,2165920,,,,,,4945,2165920
EXCELLON RESOURCES INC,EXNRF,2137580.799,,-5.369,4.094488188976371,-98.21303055,,4946,2137580.799
America Great Health,AAGH,2118898.8326000003,,,,-99.32975871,,4947,2118898.833
"Volcon, Inc.",VLCN,2108991.52,,1.622,-13.95881007,,,4948,2108991.52
"Sibannac, Inc.",SNNC,2100000,,-12.281,40.562248995983964,366.6666666666667,,4949,2100000
"Sientra, Inc.",SIEN,2080641.8879999998,,-18.692,-71.47540984,-99.83631232,,4950,2080641.888
"Save Foods, Inc.",SVFD,2068250.0399999998,,-0.704,-29.5,,,4951,2068250.04
"INVO Bioscience, Inc.",INVO,2061471.748,,-2.914,-38.2962963,-99.5326526,,4952,2061471.748
HAMMER FIBER OPTICS HOLDINGS CORP,HMMR,2056987.502,,-44.167,3.0769230769230944,-88.03571429,,4953,2056987.502
"Startech Labs, Inc.",LAAB,2038661.679,167.12,5.047,55.625,-96.6385,,4954,2038661.679
"Hawkeye Systems, Inc.",HWKE,2038081.19,,,-76.592,-97.074,,4955,2038081.19
"Track Group, Inc.",TRCK,2035820.873,,,-9.636650869,-68.22222222,,4956,2035820.873
GB SCIENCES INC,GBLX,2035355.1400000001,,11.111,25,-86.20689655,,4957,2035355.14
"HST Global, Inc.",HSTC,2031831.9213333335,,,-2.352941176,654.5454545454545,,4958,2031831.921
Limitless X Holdings Inc.,VYBE,2028268.98,,-17.742,-15,-91.5,,4959,2028268.98
"TurnOnGreen, Inc.",IMHC,2023341.562,,8.911,-53.8590604,-87.77777778,,4960,2023341.562
"BitNile Metaverse, Inc.",BNMV,2017678.4911999998,,22.171,272.14969538729326,1040.2666666666667,,4961,2017678.491
"Greenlane Holdings, Inc.",GNLN,2006274,,-6.832,-9.090909091,-99.97779094,,4962,2006274
BIG LOTS INC,BIG,2005671.768,,-14.658,-99.11810013,-99.71740025,,4963,2005671.768
"Umbra Companies, Inc.",UCIX,1989821.0933333335,,,,-63.8974359,,4964,1989821.093
"Kindcard, Inc.",KCRD,1973217,,,-19.27710843,Infinity,,4965,1973217
MAGELLAN COPPER & GOLD INC.,MAGE,1972285.6789999998,,-8.049,-11.29411765,-92.95327103,,4966,1972285.679
WINDTREE THERAPEUTICS INC,WINT,1969671.3147999998,,-3.438,-37.2745491,-99.99923296,,4967,1969671.315
"PALISADE BIO, INC.",PALI,1967683.68,,-10.843,-10.3030303,-99.97368889,,4968,1967683.68
"Unique Fabricating, Inc.",UFAB,1966475.437,,,-69.61015413,-97.92059553,,4969,1966475.437
"Shapeways Holdings, Inc.",SHPW,1964361.9,,-15.493,-88,,,4970,1964361.9
BODY & MIND INC.,BMMJ,1961275.299,,-3.768,6.239999999999995,-96.66331658,,4971,1961275.299
SENTIENT BRANDS HOLDINGS INC.,SNBH,1946115.54,,,-6.25,Infinity,,4972,1946115.54
Avinger Inc,AVGR,1918074.5999999999,,1.712,-26.65036675,-99.81308411,,4973,1918074.6
"Circle Energy, Inc.",CRCE,1912500,,,,,,4974,1912500
Halberd Corp,HALB,1908736.915,,-2.632,-7.5,208.33333333333337,,4975,1908736.915
"60 DEGREES PHARMACEUTICALS, INC.",SXTP,1902301.02,,0.315,-35.81395349,,,4976,1902301.02
Birdie Win Corp,BRWC,1891146.24,,,,,,4977,1891146.24
Enservco Corp,ENSV,1890940.513,,4.502,-40.90909091,-98.68686869,,4978,1890940.513
Star Gold Corp.,SRGZ,1887441.7140000002,,,61.66666666666666,-37.41935484,,4979,1887441.714
"Azitra, Inc.",AZTR,1883635.832,,-8.178,-41.9506463,,,4980,1883635.832
"NanoVibronix, Inc.",NAOV,1876177,,-3.809,-15.25423729,-99.13793103,,4981,1876177
"SPIRITS TIME INTERNATIONAL, INC.",SRSG,1874576.25,,,,-84.84848485,,4982,1874576.25
"Aditxt, Inc.",ADTX,1871798.615,,-4.433,-30.71654373,,,4983,1871798.615
Energy & Water Development Corp,EAWD,1844342.4959999998,,7.143,2.272727272727252,-97.75,,4984,1844342.496
"Panbela Therapeutics, Inc.",PBLA,1801142.301,,-3.699,-2.368421053,,,4985,1801142.301
"GOOD GAMING, INC.",GMER,1795450.445,,21.552,41,302.85714285714283,,4986,1795450.445
"CHINA CHANGJIANG MINING & NEW ENERGY COMPANY, LTD.",CHJI,1790238.784,,,,-4.482758621,,4987,1790238.784
"ISUN, INC.",ISUN,1781473.049,,-31.331,-84.84993614,,,4988,1781473.049
"SharpLink Gaming, Inc.",SBET,1776544.51,,-3.963,-23.08273828,-97.77242852,,4989,1776544.51
"Curtiss Motorcycle Company, Inc.",CMOT,1759929.4932000001,,,52.685421994884905,-76.6796875,,4990,1759929.493
"ALPINE 4 HOLDINGS, INC.",ALPP,1746362.2950000002,,-51.5,44.776119402985074,-93.79795396,,4991,1746362.295
"REVELATION BIOSCIENCES, INC.",REVB,1717411.246,,-3.447,-13.21041215,,,4992,1717411.246
"PARTS iD, Inc.",ID,1716514.842,,-43.337,-94.98461538,-99.50101532,,4993,1716514.842
Cell MedX Corp.,CMXC,1710390.643,,,30.909090909090907,-94.35294118,,4994,1710390.643
"Near Intelligence, Inc.",NIR,1707601.533,,-44.068,,,,4995,1707601.533
"Acutus Medical, Inc.",AFIB,1705001.385,,,3.6363636363636402,,,4996,1705001.385
MGO Global Inc.,MGOL,1684030.1798999999,,0.329,2.8191489361702082,,,4997,1684030.18
GBT Technologies Inc.,GTCH,1681322.918,0.14,,-50,-99.99954834,,4998,1681322.918
"LEAFBUYER TECHNOLOGIES, INC.",LBUY,1681194.0599999998,,5,-13.84615385,-88,,4999,1681194.06
Crypto Co,CRCW,1679894.219,,8.333,18.18181818181816,-99.87,,5000,1679894.219
Quality Online Education Group Inc.,QOEG,1669558.737,,,,-91,,5001,1669558.737
"Interactive Strength, Inc.",TRNR,1668928.89,,-0.373,-6.315789474,,,5002,1668928.89
Permex Petroleum Corp,OILCF,1654509,,,19.521912350597617,,,5003,1654509
"Clubhouse Media Group, Inc.",CMGR,1637217.949,,,9900.000000000002,-99.83333333,,5004,1637217.949
Trillion Energy International Inc.,TRLEF,1632315.5742600001,,0.456,-16.63516068,-85.54098361,,5005,1632315.574
"Digerati Technologies, Inc.",DTGI,1617609.906,,,3.448275862068968,-74.28571429,,5006,1617609.906
"CareMax, Inc.",CMAX,1608010.277,,-26.221,-97.17984745,,,5007,1608010.277
TREVENA INC,TRVN,1606645.6800000002,,1.362,24,-99.66181818,,5008,1606645.68
AMERICAN REBEL HOLDINGS INC,AREB,1605685.239,,-9.479,5.524861878453024,,,5009,1605685.239
"Rafael Holdings, Inc.",RFL,1582197.63,,0.5,21.81818182,-90.0887574,,5010,1582197.63
"Edgemode, Inc.",EDGM,1562749.8360000001,,,33.333333333333314,-99.27272727,,5011,1562749.836
Dream Homes & Development Corp.,DREM,1559936.8196999999,,,-6,-45.16666667,,5012,1559936.82
"Oncternal Therapeutics, Inc.",ONCT,1558549.0569999998,,,,-99.38192488,,5013,1558549.057
"Novo Integrated Sciences, Inc.",NVOS,1556716.4882999999,,11.915,52.023121387283226,-99.74589372,,5014,1556716.488
VBI Vaccines Inc,VBIV,1546806.4834999999,,-50.865,-88.88510638,-99.67990196,,5015,1546806.483
VERIFY SMART CORP.,VSMR,1534012.5,,5.556,-23.18059299,112.68656716417911,,5016,1534012.5
"QHSLab, Inc.",USAQ,1524397.743,,-40.042,-41.97580645,193.67346938775512,,5017,1524397.743
"Kaya Holdings, Inc.",KAYS,1509925.367,0.92,11.754,29.714285714285722,-95.45289515,,5018,1509925.367
"Virpax Pharmaceuticals, Inc.",VRPX,1485824.624,,-2.062,-19.97894183,,,5019,1485824.624
ConvexityShares Trust,SPKX,1479320,,,-65.60904619,,,5020,1479320
Golden Minerals Co,AUMN,1469177.4848000002,,-7.136,4.440877474585349,-98.65146805,,5021,1469177.485
"Sonendo, Inc.",SONX,1467351.99,,17,93.92265193370164,,,5022,1467351.99
"SKINVISIBLE, INC.",SKVI,1452772.355,,0.034,-11.83976261,226.4835164835165,,5023,1452772.355
"Mentor Capital, Inc.",MNTR,1449538.095,0.46,-1.08,-12.40105541,-66.88279302,,5024,1449538.095
"New Asia Holdings, Inc.",NAHD,1445773.34,,,-80,-71.46932953,,5025,1445773.34
"Zedge, Inc.",ZDGE,1411644.75,,-3.237,,72.43589743589743,,5026,1411644.75
"NeuBase Therapeutics, Inc.",NBSE,1409639.868,,,,-99.71276596,,5027,1409639.868
"Reliant Holdings, Inc.",RELT,1384762.5,,7.984,37.50000000000003,Infinity,,5028,1384762.5
APPlife Digital Solutions Inc,ALDS,1367097.4505999999,,-3.333,-16.11570248,-94.925,,5029,1367097.451
"METAWORKS PLATFORMS, INC.",MWRK,1365539.434,,-10.357,9.130434782608717,-85.38998836,,5030,1365539.434
"Kiromic Biopharma, Inc.",KRBP,1344950.4,,-5.946,-3.333333333,,,5031,1344950.4
"View, Inc.",VIEW,1342121.55,,-35.294,-90.93406593,,,5032,1342121.55
hopTo Inc.,HPTO,1328331.55,,,40,-85.26315789,,5033,1328331.55
"Accredited Solutions, Inc.",ASII,1326746.798,0.89,,,-99.85915493,,5034,1326746.798
"HALLMARK VENTURE GROUP, INC.",HLLK,1309814.61,14.14,-10.714,-24.24242424,Infinity,,5035,1309814.61
Vystar Corp,VYST,1289224.284,,,169.44444444444446,-89.47624235,,5036,1289224.284
"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",TSOI,1280676.384,,-16.667,25,-89.24731183,,5037,1280676.384
"MASTERMIND, INC.",MMND,1280154.7920000001,,-23.45,-28.65384615,-94.29230769,,5038,1280154.792
"Artisan Consumer Goods, Inc.",ARRT,1268423.837,,,-38.66489362,-27.93125,,5039,1268423.837
"Born, Inc.",BRRN,1259953.269,,,,-99.76,,5040,1259953.269
USD Partners LP,USDP,1229051.399,,3.971,9.773755656108605,-99.65276718,,5041,1229051.399
"Right On Brands, Inc.",RTON,1228424.496,,25.806,,-80.5,,5042,1228424.496
"MINIM, INC.",MINM,1227365.4449999998,,-4.167,56.81818181818181,-98.896,,5043,1227365.445
"Vyant Bio, Inc.",VYNT,1215935.352,,,,-19.83471074,,5044,1215935.352
ESCALON MEDICAL CORP,ESMC,1211479.3753749998,,-0.985,30.17928286852589,8.916666666666657,,5045,1211479.375
"BLACKSTAR ENTERPRISE GROUP, INC.",BEGI,1205681.6674499998,,,8.333333333333343,-93.98148148,,5046,1205681.667
"ELRAY RESOURCES, INC.",ELRA,1202806.088,,25,25,400,,5047,1202806.088
INCEPTION MINING INC.,IMII,1196884.997,,,12.5,-99.1,,5048,1196884.997
"CohBar, Inc.",CWBR,1191839.66,,,-8.888888889,-99.38960846,,5049,1191839.66
Crown Electrokinetics Corp.,CRKN,1162704.375,,56.838,-12.09563994,,,5050,1162704.375
"NightFood Holdings, Inc.",NGTF,1155458.3667199998,,5.164,37.84615384615384,-96.06153846,,5051,1155458.367
"Next Meats Holdings, Inc.",NXMH,1152652.328,,,4.545454545454547,2200,,5052,1152652.328
"Ayala Pharmaceuticals, Inc.",ADXS,1151101.8,,,,-99.97363281,,5053,1151101.8
BetterLife Pharma Inc.,BETRF,1145964.4356000002,,-10.667,-6.976744186,-93.90909091,,5054,1145964.436
PATRIOT GOLD CORP,PGOL,1143114.969,,0.745,-22.69387755,-64.86085343,,5055,1143114.969
BIOCEPT INC,BIOC,1142058.707,,-13.055,-17.94339623,-79.86574074,,5056,1142058.707
AB INTERNATIONAL GROUP CORP.,ABQQ,1140633.161,2.1,-4.762,-44.44444444,-99.995,,5057,1140633.161
ALTAIR INTERNATIONAL CORP.,ATAO,1135002.0341999999,,0.29,-27.91666667,Infinity,,5058,1135002.034
"Value Exchange International, Inc.",VEII,1131019.812,,,-26.50176678,-14.49618521,,5059,1131019.812
PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.,PAXH,1126758.786,,,,-92.4,,5060,1126758.786
Cyngn Inc.,CYN,1125809.0744999999,,-9.306,-34.57778825,,,5061,1125809.074
Medicale Corp.,MCLE,1124800,,,,,,5062,1124800
"Arch Therapeutics, Inc.",ARTH,1111091,,28.205,47.05882352941174,-99.49392713,,5063,1111091
"REMEDENT, INC.",REMI,1099778.295,,,,-60.71428571,,5064,1099778.295
"Leafly Holdings, Inc.",LFLY,1076278.12,,-38.254,-77.70063694,-99.82318182,,5065,1076278.12
"Timber Pharmaceuticals, Inc.",TMBR,1057431.131,,,-80.42285714,-91.77430972,,5066,1057431.131
"Appsoft Technologies, Inc.",ASFT,1044565.956,,,,-80.61538462,,5067,1044565.956
PetroGas Co,PTCO,1034850.6,5.94,,,-99.79545455,,5068,1034850.6
"VNUE, Inc.",VNUE,1033991.087,,,,-12.5,,5069,1033991.087
1606 CORP.,CBDW,1032335.6868000001,,2.062,17.85714285714289,,,5070,1032335.687
Barrel Energy Inc.,BRLL,1031893.4471999999,,,24.52830188679245,-95.875,,5071,1031893.447
"ATHERSYS, INC / NEW",ATHX,1024532.329,,-20.952,-17,-99.95823899,,5072,1024532.329
Movella Holdings Inc.,MVLA,1018148.62,,,,,,5073,1018148.62
JOSHUA GOLD RESOURCES INC,JSHG,1010791.353,,-5.455,-33.67346939,-96.23188406,,5074,1010791.353
"NuZee, Inc.",NUZE,1009879.794,,-14.172,-68.98031496,-99.93178355,,5075,1009879.794
"Tracon Pharmaceuticals, Inc.",TCON,1002847.5869999999,,,-99.08052541,-99.9506135,,5076,1002847.587
"GLORYWIN ENTERTAINMENT GROUP, INC.",GWIN,1001094.992,,,,52.38805970149252,,5077,1001094.992
TORtec Group Corp,TRTK,1000748.54,,,,Infinity,,5078,1000748.54
INVIVO THERAPEUTICS HOLDINGS CORP.,NVIV,995916.5321999999,,-34.283,-56.06849315,-99.97071233,,5079,995916.5322
"BIORA THERAPEUTICS, INC.",BIOR,994994.4400000001,,-50.011,-98.37037037,,,5080,994994.44
DYNATRONICS CORP,DYNT,985124.0663,,,12.025577557755767,-97.07160574,,5081,985124.0663
LadRx Corp,LADX,980282.16,,,17.85714285714286,-97.04477612,,5082,980282.16
"AmeriCann, Inc.",ACAN,975678.4400000001,,28.721,,-94.28816222,,5083,975678.44
SHOREPOWER TECHNOLOGIES INC.,SPEV,969573.56,,,-25.23364486,-76.47058824,,5084,969573.56
MMEX Resources Corp,MMEX,969280.0957000001,,,-33.33333333,-99.99,,5085,969280.0957
IMPAC MORTGAGE HOLDINGS INC,IMPM,967019.9864,,24.131,-5.104166667,-99.12571977,,5086,967019.9864
IMPEL PHARMACEUTICALS INC,IMPL,956001.24,,-27.273,-98.93333333,,,5087,956001.24
"Baudax Bio, Inc.",BXRX,950329.1876,,7.389,-0.909090909,,,5088,950329.1876
"Bird Global, Inc.",BRDS,944150.1599999999,,12.941,-28.99408284,,,5089,944150.16
MORGAN GROUP HOLDING CO,MGHL,930139.5,,,-5.487804878,-99.96125,,5090,930139.5
Yong Bai Chao New Retail Corp,YBCN,926688.3332,,16.667,-38.75,-91.07468124,,5091,926688.3332
Histogen Inc.,HSTO,918428.1849999999,,,-30.12674683,-99.67125382,,5092,918428.185
Blue Star Foods Corp.,BSFC,912441.05,,-2.542,-8.036785286,,,5093,912441.05
"Bespoke Extracts, Inc.",BSPK,902120.0672,,23.817,33.38815789473685,-82.67094017,,5094,902120.0672
"Hypha Labs, Inc.",DIGP,901452.0869999999,3.6529459627027157,-5.909,-74.125,-92.60714286,,5095,901452.087
"Jubilant Flame International, Ltd",JFIL,889364.0059999999,6.52,,12.37373737373737,106.97674418604652,,5096,889364.006
Golden Royal Development Inc.,GRDV,886095.15,,,,,,5097,886095.15
CANNABIS SUISSE CORP.,CSUI,883105.7949999999,,,10.000000000000014,-96.57757036,,5098,883105.795
micromobility.com Inc.,MCOM,876039.0515,8.85,,-5.940594059,-99.99998718,,5099,876039.0515
NEUTRA CORP.,NTRR,875369.7372,,50,49.99999999999997,-57.14285714,,5100,875369.7372
KLDiscovery Inc.,KLDI,870327.84,,,-35.69131833,-99.7979798,,5101,870327.84
Target Group Inc.,CBDY,870006.6586,,,0.7142857142857082,-91.89655172,,5102,870006.6586
"SOBR Safe, Inc.",SOBR,866632.0599999999,,-9.615,-18.96551724,-99.80036606,,5103,866632.06
"Recon Technology, Ltd",RCON,848080.0222222224,,9.224,17.22488038277514,-94.40493644,,5104,848080.0222
"Everything Blockchain, Inc.",EBZT,842561.1375,,-12.791,105.47945205479454,,,5105,842561.1375
International Stem Cell CORP,ISCO,840460.845,,-2.326,29.151291512915122,-86.47778493,,5106,840460.845
"Cloudweb, Inc.",CLOW,834581.5499999999,,,-28.57142857,-99.99226804,,5107,834581.55
"Acorda Therapeutics, Inc.",ACOR,821026.778,,-24.861,-95.61961564,-94.83189992,,5108,821026.778
Yuenglings Ice Cream Corp,YCRM,806586.7803,,,,-99.46153846,,5109,806586.7803
"GlassBridge Enterprises, Inc.",GLAE,805440,,,,-87.2,,5110,805440
Pharmagreen Biotech Inc.,PHBI,802337.5504000001,,6.667,6.666666666666671,-99.68633601,,5111,802337.5504
"BurgerFi International, Inc.",BFI,802190.4488,,-40.2,-96.52285149,-99.71138996,,5112,802190.4488
Petrolia Energy Corp,BBLS,797502.416,,,33.333333333333314,-94.93029151,,5113,797502.416
CHINA MEDIA INC.,CHND,795000,,,,-96.49122807,,5114,795000
"Nu-Med Plus, Inc.",NUMD,793710.4554999999,,,-38.11074919,-97.88841965,,5115,793710.4555
Enertopia Corp.,ENRT,775830.4400000001,,-10.714,,42.85714285714286,,5116,775830.44
"Medicine Man Technologies, Inc.",SHWZ,774383.79,,-66.667,-50,-99.66666667,,5117,774383.79
"NEXIEN BIOPHARMA, INC.",NXEN,771416.9364,,,94.64285714285714,-82.94209703,,5118,771416.9364
"Strategic Realty Trust, Inc.",SGIC,752707.6200000001,,,,,,5119,752707.62
"Retrieve Medical Holdings, Inc.",RMHI,752290.2431999999,,,79.43925233644856,-25.29182879,,5120,752290.2432
Telesis Bio Inc.,TBIO,745852.38,,2.439,4.999999999999986,,,5121,745852.38
"KAT EXPLORATION, INC.",KATX,733708.4192,,,,100,,5122,733708.4192
"Metalert, Inc.",MLRT,729664.5510000001,,-19.231,-34.375,-97.08939709,,5123,729664.551
"Point of Care Nano-Technology, Inc.",PCNT,727906.21,,,,-99.42857143,,5124,727906.21
"BELLICUM PHARMACEUTICALS, INC",BLCM,726340.5923,,,-50.16666667,-99.76640625,,5125,726340.5923
BRAINSTORM CELL THERAPEUTICS INC.,BCLI,718631.676,,-5.025,-16.74008811,-97.12328767,,5126,718631.676
"Engage Mobility, Inc.",BBUZ,717867.8337,,3.667,-5.686125853,193.39622641509436,,5127,717867.8337
Neptune Wellness Solutions Inc.,NEPT,702465.89,,24,-70.87938618,-99.99667525,,5128,702465.89
Kaixin Holdings,KXIN,701949.1200000001,,5.263,5.263157894736835,-99.85939752,,5129,701949.12
VISIBER57 CORP.,VCOR,700000,,,,Infinity,,5130,700000
DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,DTII,696328.1775,1.21,12.5,20.320855614973254,-99.98815789,,5131,696328.1775
PERPETUAL INDUSTRIES INC.,PRPI,685320,,,-50,-66.66666667,,5132,685320
"Nogin, Inc.",NOGN,676646.0989999999,,-45.584,-99.6038961,,,5133,676646.099
"LINGERIE FIGHTING CHAMPIONSHIPS, INC.",BOTY,675726.6053999999,,,-25,49.99999999999997,,5134,675726.6054
"EOM Pharmaceutical Holdings, Inc.",IMUC,670959.7440000001,,0.063,-5.213270142,-60,,5135,670959.744
EOS INC.,EOSS,665259.716,,,-79.24528302,-99.99992667,,5136,665259.716
"Marquie Group, Inc.",TMGI,665106.2204,,19900,100,-99.99615385,,5137,665106.2204
TAUTACHROME INC.,TTCM,660319.2848,,,,-99.04761905,,5138,660319.2848
"Digital Brand Media & Marketing Group, Inc.",DBMM,660174.9048,,,14.285714285714306,-63.63636364,,5139,660174.9048
"CMG HOLDINGS GROUP, INC.",CMGO,658008.024,,-16.667,7.142857142857139,-77.6119403,,5140,658008.024
