city,male,female,population,births ,deaths,marriage,divorce
13207昭島市　　　　　　,55248,55752,111000,3929,6069,2419,915
13208調布市　　　　　　,114736,123152,237888,8920,9719,5932,1581
13209町田市　　　　　　,207067,216839,423906,12024,21077,7008,2980
13210小金井市　　　　　,60324,62840,123164,4893,4804,3180,781
13211小平市　　　　　　,94925,98431,193356,6994,8678,3675,1209
13212日野市　　　　　　,92844,93459,186303,6520,8360,4015,1250
13213東村山市　　　　　,72366,76388,148754,4606,8298,2587,1136
13214国分寺市　　　　　,61536,64603,126139,4774,5191,2958,723
13215国立市　　　　　　,36704,38647,75351,2370,3455,1629,516
13218福生市　　　　　　,26199,26459,52658,1643,3204,1464,542
13219狛江市　　　　　　,40304,42994,83298,3127,3883,1888,522
13220東大和市　　　　　,40603,42197,82800,2768,4278,1618,692
13221清瀬市　　　　　　,35928,38939,74867,2181,4449,1282,522
13222東久留米市　　　　,54620,58409,113029,3568,6396,1913,748
13223武蔵村山市　　　　,34499,34587,69086,2263,3616,1199,624
13224多摩市　　　　　　,70521,74034,144555,3884,6969,2188,949
13225稲城市　　　　　　,46144,45563,91707,3470,3398,1877,610
13227羽村市　　　　　　,26813,26148,52961,1549,2773,992,474
13228あきる野市　　　　,38697,39561,78258,2182,4964,1201,672
13229西東京市　　　　　,98332,103771,202103,6824,9359,3865,1338
13303瑞穂町　　　　　　,15595,15444,31039,763,1972,473,302
13305日の出町　　　　　,8238,8642,16880,422,1759,192,127
13307檜原村　　　　　　,982,1016,1998,49,419,17,11
13308奥多摩町　　　　　,2368,2334,4702,73,862,41,13
13361大島町　　　　　　,3596,3420,7016,183,682,120,65
13362利島村　　　　　　,194,128,322,11,19,10,4
13363新島村　　　　　　,1200,1230,2430,68,229,38,14
13364神津島村　　　　　,948,902,1850,60,132,41,16
13381三宅村　　　　　　,1260,982,2242,80,242,57,13
13382御蔵島村　　　　　,172,141,313,11,13,5,-
13401八丈町　　　　　　,3528,3431,6959,225,634,120,74
13402青ケ島村　　　　　,102,67,169,7,5,5,1
13421小笠原村　　　　　,1793,1113,2906,120,55,103,31
14神奈川県　　　　　　 ,4474645,4531963,9006608,305798,439427,209497,69308
1402相模原市保健所　　 ,353091,354086,707177,22743,34577,14988,5728
1403川崎市保健所　　　 ,753282,738954,1492236,62061,60195,46865,11111
1429横浜市保健所　　　 ,1816951,1856949,3673900,124682,175435,85013,27626
1441横須賀市保健所　　 ,191078,191814,382892,10149,25047,6961,3139
1443藤沢市保健所　　　 ,211998,218228,430226,15877,19640,9749,3441
1444茅ケ崎市保健所　　 ,140662,147189,287851,9534,13772,5691,2281
1451平塚保健所　　　　 ,285477,284319,569796,15995,30561,10356,4245
1452鎌倉保健所　　　　 ,141494,159425,300919,7753,19195,4931,2125
1454小田原保健所　　　 ,161023,170959,331982,8825,21675,5907,2456
1457厚木保健所　　　　 ,419589,410040,829629,28179,39330,19036,7156
14100横浜市　　　　　　,1816951,1856949,3673900,124682,175435,85013,27626
14101横浜市鶴見区　　　,146469,136913,283382,10446,12677,7392,2420
14102横浜市神奈川区　　,122215,117418,239633,8853,10621,7179,1818
14103横浜市西区　　　　,50605,49456,100061,3772,4464,3605,820
14104横浜市中区　　　　,69388,65408,134796,3787,8160,3920,1417
14105横浜市南区　　　　,94030,93466,187496,5261,11214,4680,1795
14106横浜市保土ケ谷区　,99071,102928,201999,6059,11046,4242,1444
14107横浜市磯子区　　　,79654,82019,161673,5296,8736,3255,1211
14108横浜市金沢区　　　,95476,100299,195775,5187,10165,3153,1280
14109横浜市港北区　　　,175463,175809,351272,15680,12958,11768,2396
14110横浜市戸塚区　　　,136014,143188,279202,10255,12933,5555,1975
14111横浜市港南区　　　,103590,108703,212293,6475,10885,4294,1496
14112横浜市旭区　　　　,116723,125291,242014,7280,14056,4434,1799
14113横浜市緑区　　　　,88118,90768,178886,6389,8078,3953,1289
14114横浜市瀬谷区　　　,58447,62254,120701,3752,6915,2402,1019
14115横浜市栄区　　　　,58014,61006,119020,3713,6328,2193,805
14116横浜市泉区　　　　,72821,77186,150007,4934,8007,2928,1043
14117横浜市青葉区　　　,148033,158137,306170,10041,11414,5945,2090
14118横浜市都筑区　　　,102820,106700,209520,7502,6778,4115,1509
14130川崎市　　　　　　,753282,738954,1492236,62061,60195,46865,11111
14131川崎市川崎区　　　,117130,99128,216258,7237,12101,6614,2073
14132川崎市幸区　　　　,84305,81463,165768,7886,7589,5164,1209
14133川崎市中原区　　　,130778,126686,257464,13194,8251,11000,1772
14134川崎市高津区　　　,113562,115205,228767,9833,8251,7453,1719
14135川崎市多摩区　　　,110360,106219,216579,8920,8159,7917,1570
14136川崎市宮前区　　　,111365,118417,229782,8883,8644,5001,1739
14137川崎市麻生区　　　,85782,91836,177618,6108,7200,3716,1029
14150相模原市　　　　　,353091,354086,707177,22743,34577,14988,5728
14151相模原市緑区　　　,83569,82614,166183,4822,8643,3183,1378
14152相模原市中央区　　,133682,133123,266805,8684,12892,5538,2360
14153相模原市南区　　　,135840,138349,274189,9237,13042,6267,1990
14201横須賀市　　　　　,191078,191814,382892,10149,25047,6961,3139
14203平塚市　　　　　　,126711,126489,253200,7380,13775,4793,2009
14204鎌倉市　　　　　　,80319,90901,171220,4653,10238,3106,1180
14205藤沢市　　　　　　,211998,218228,430226,15877,19640,9749,3441
14206小田原市　　　　　,90222,96078,186300,5460,11662,3636,1416
14207茅ヶ崎市　　　　　,116655,123769,240424,7950,11420,4694,1823
14208逗子市　　　　　　,26433,30087,56520,1650,3522,964,410
14210三浦市　　　　　　,19980,21781,41761,758,3518,499,294
14211秦野市　　　　　　,80128,78543,158671,3989,8165,2604,1175
14212厚木市　　　　　　,111173,104697,215870,6534,10294,4475,1898
14213大和市　　　　　　,116006,115879,231885,9039,10764,6347,2091
14214伊勢原市　　　　　,50088,48957,99045,3266,4824,2211,691
14215海老名市　　　　　,67214,66577,133791,5149,5672,3272,974
14216座間市　　　　　　,64185,64329,128514,4097,6116,2758,1115
14217南足柄市　　　　　,19823,20625,40448,919,2501,663,297
14218綾瀬市　　　　　　,40207,39466,79673,2464,4077,1522,702
14301葉山町　　　　　　,14762,16656,31418,692,1917,362,241
14321寒川町　　　　　　,24007,23420,47427,1584,2352,997,458
14341大磯町　　　　　　,15342,16151,31493,758,2039,401,202
14342二宮町　　　　　　,13208,14179,27387,602,1758,347,168
14361中井町　　　　　　,4489,4481,8970,154,572,105,47
14362大井町　　　　　　,8373,8632,17005,517,840,333,149
14363松田町　　　　　　,5377,5379,10756,288,747,175,91
14364山北町　　　　　　,4789,4899,9688,151,854,91,51
14366開成町　　　　　　,8837,9335,18172,693,769,341,137
14382箱根町　　　　　　,5234,5617,10851,149,944,165,74
14383真鶴町　　　　　　,3103,3562,6665,96,623,83,37
14384湯河原町　　　　　,10776,12351,23127,398,2163,315,157
14401愛川町　　　　　　,19256,17624,36880,831,2216,623,362
14402清川村　　　　　　,1548,1468,3016,65,191,39,14
15新潟県　　　　　　　 ,1062137,1123034,2185171,65470,153398,38835,13306
1501新潟市保健所　　　 ,377095,406838,783933,26011,46952,15777,5002
1551新発田保健所　　　 ,86129,90918,177047,5340,12878,2927,1130
1552新津保健所　　　　 ,27612,29469,57081,1198,5111,744,305
1554三条保健所　　　　 ,104348,110616,214964,6028,15273,3494,1208
1557長岡保健所　　　　 ,167961,173853,341814,10533,23350,6226,2002
1559魚沼保健所　　　　 ,16719,17539,34258,914,2758,503,201
1560南魚沼保健所　　　 ,30470,31317,61787,1796,4581,950,413
1561十日町保健所　　　 ,28612,29814,58426,1435,5073,771,319
1562柏崎保健所　　　　 ,42430,42593,85023,2303,6519,1427,525
1566糸魚川保健所　　　 ,19918,20474,40392,943,3648,548,221
1567村上保健所　　　　 ,30002,32577,62579,1395,5748,874,350
1568佐渡保健所　　　　 ,24840,26451,51291,1197,5861,682,335
1569上越保健所　　　　 ,106001,110575,216576,6377,15646,3912,1295
15100新潟市　　　　　　,377095,406838,783933,26011,46952,15777,5002
15101新潟市北区　　　　,35218,37079,72297,2053,4539,1149,452
15102新潟市東区　　　　,63961,69611,133572,4809,7834,3049,969
15103新潟市中央区　　　,85134,93349,178483,6373,9885,4399,1108
15104新潟市江南区　　　,32743,34869,67612,2411,4175,1342,467
15105新潟市秋葉区　　　,35931,38874,74805,2404,4824,1223,438
15106新潟市南区　　　　,20916,22348,43264,1340,2949,822,295
15107新潟市西区　　　　,77091,82509,159600,5244,8869,2898,979
15108新潟市西蒲区　　　,26101,28199,54300,1377,3877,895,294
15202長岡市　　　　　　,130210,134595,264805,8330,17742,4993,1572
15204三条市　　　　　　,45455,48573,94028,2765,6624,1533,531
15205柏崎市　　　　　　,40192,40465,80657,2174,6256,1363,503
15206新発田市　　　　　,45741,48576,94317,2919,6829,1688,614
15208小千谷市　　　　　,16790,17129,33919,969,2456,530,198
15209加茂市　　　　　　,12370,12981,25351,556,2189,319,125
15210十日町市　　　　　,24301,25239,49540,1207,4138,666,275
15211見附市　　　　　　,18987,20004,38991,1161,2637,658,215
15212村上市　　　　　　,27382,29724,57106,1299,5129,798,320
15213燕市　　　　　　　,37418,39294,76712,2339,5083,1416,448
15216糸魚川市　　　　　,19918,20474,40392,943,3648,548,221
15217妙高市　　　　　　,14671,15446,30117,700,2619,428,148
15218五泉市　　　　　　,22794,24358,47152,1051,3876,633,271
15222上越市　　　　　　,91330,95129,186459,5677,13027,3484,1147
15223阿賀野市　　　　　,19491,20958,40449,1086,3089,552,216
15224佐渡市　　　　　　,24840,26451,51291,1197,5861,682,335
15225魚沼市　　　　　　,16719,17539,34258,914,2758,503,201
15226南魚沼市　　　　　,26570,27564,54134,1612,3968,837,346
15227胎内市　　　　　　,13853,14458,28311,707,2178,404,170
15307聖籠町　　　　　　,7044,6926,13970,628,782,283,130
15342弥彦村　　　　　　,3727,3958,7685,168,542,92,50
15361田上町　　　　　　,5378,5810,11188,200,835,134,54
15385阿賀町　　　　　　,4818,5111,9929,147,1235,111,34
15405出雲崎町　　　　　,1974,2125,4099,73,515,45,17
15461湯沢町　　　　　　,3900,3753,7653,184,613,113,67
15482津南町　　　　　　,4311,4575,8886,228,935,105,44
15504刈羽村　　　　　　,2238,2128,4366,129,263,64,22
15581関川村　　　　　　,2439,2683,5122,86,584,66,27
15586粟島浦村　　　　　,181,170,351,10,35,10,3
16富山県　　　　　　　 ,494151,523170,1017321,31804,67956,19224,6126
1631富山市保健所　　　 ,198891,208103,406994,14042,24496,8873,2730
1653高岡保健所　　　　 ,142394,152442,294836,8918,20643,5211,1709
1661新川保健所　　　　 ,55251,58504,113755,3082,8350,1926,622
1662中部保健所　　　　 ,38126,40625,78751,2317,5418,1286,487
1663砺波保健所　　　　 ,59489,63496,122985,3445,9049,1928,578
16201富山市　　　　　　,198891,208103,406994,14042,24496,8873,2730
16202高岡市　　　　　　,78750,84303,163053,5050,11303,3093,946
16204魚津市　　　　　　,19548,20562,40110,1150,2971,794,235
16205氷見市　　　　　　,20717,22808,43525,978,3859,606,225
16206滑川市　　　　　　,15554,16398,31952,1114,1934,637,222
16207黒部市　　　　　　,19340,19982,39322,1235,2495,709,236
16208砺波市　　　　　　,23071,24344,47415,1439,2927,833,245
16209小矢部市　　　　　,13782,14673,28455,772,2148,429,132
16210南砺市　　　　　　,22636,24479,47115,1234,3974,666,201
16211射水市　　　　　　,42927,45331,88258,2890,5481,1512,538
16321舟橋村　　　　　　,1494,1587,3081,143,145,46,16
16322上市町　　　　　　,9160,9974,19134,394,1543,235,105
16323立山町　　　　　　,11918,12666,24584,666,1796,368,144
16342入善町　　　　　　,11174,12192,23366,510,1852,308,102
16343朝日町　　　　　　,5189,5768,10957,187,1032,115,49
17石川県　　　　　　　 ,541717,575647,1117364,38212,65874,22714,7110
1734金沢市保健所　　　 ,221746,235804,457550,16540,23636,10670,2977
1762南加賀保健所　　　 ,106512,112874,219386,7581,13284,4351,1414
1763石川中央保健所　　 ,129043,134053,263096,10282,12317,5316,1845
1764能登中部保健所　　 ,55818,60838,116656,2667,9752,1659,617
1765能登北部保健所　　 ,28598,32078,60676,1142,6885,718,257
17201金沢市　　　　　　,221746,235804,457550,16540,23636,10670,2977
17202七尾市　　　　　　,23770,25848,49618,1161,4063,738,290
17203小松市　　　　　　,50636,53034,103670,3941,5895,2266,693
17204輪島市　　　　　　,11638,12796,24434,462,2697,299,119
17205珠洲市　　　　　　,5911,6943,12854,230,1480,141,43
17206加賀市　　　　　　,29515,32776,62291,1709,4764,1073,384
17207羽咋市　　　　　　,9621,10641,20262,479,1712,314,93
17209かほく市　　　　　,16670,17917,34587,1466,1933,645,230
17210白山市　　　　　　,52684,56245,108929,3951,5521,1844,707
17211能美市　　　　　　,23375,23978,47353,1695,2371,933,314
17212野々市市　　　　　,29245,27435,56680,2852,1878,1746,470
17324川北町　　　　　　,2986,3086,6072,236,254,79,23
17361津幡町　　　　　　,17882,18789,36671,1230,1785,693,263
17365内灘町　　　　　　,12562,13667,26229,783,1200,388,175
17384志賀町　　　　　　,8836,9631,18467,346,1715,239,99
17386宝達志水町　　　　,5666,6282,11948,241,994,168,59
17407中能登町　　　　　,7925,8436,16361,440,1268,200,76
17461穴水町　　　　　　,3747,4060,7807,145,900,89,37
17463能登町　　　　　　,7302,8279,15581,305,1808,189,58
18福井県　　　　　　　 ,367290,384728,752018,26530,48340,15259,5094
1831福井市保健所　　　 ,125945,131957,257902,9783,15275,5802,1921
1851福井保健所　　　　 ,9129,9596,18725,530,1185,300,110
1852坂井保健所　　　　 ,54872,59138,114010,3643,6959,2134,682
1857二州保健所　　　　 ,42692,43744,86436,2997,5844,1776,665
1858若狭保健所　　　　 ,23554,23155,46709,1783,3384,946,280
1859奥越保健所　　　　 ,25369,27319,52688,1433,4398,817,280
1860丹南保健所　　　　 ,85729,89819,175548,6361,11295,3484,1156
18201福井市　　　　　　,125945,131957,257902,9783,15275,5802,1921
18202敦賀市　　　　　　,31449,31961,63410,2227,3897,1344,545
18204小浜市　　　　　　,14216,14475,28691,1074,2118,548,173
18205大野市　　　　　　,14852,15965,30817,844,2614,459,177
18206勝山市　　　　　　,10517,11354,21871,589,1784,358,103
18207鯖江市　　　　　　,32949,34482,67431,2723,3623,1385,482
18208あわら市　　　　　,12861,14189,27050,760,1974,458,136
18209越前市　　　　　　,37200,38620,75820,2730,4905,1528,507
18210坂井市　　　　　　,42011,44949,86960,2883,4985,1676,546
18322永平寺町　　　　　,9129,9596,18725,530,1185,300,110
18382池田町　　　　　　,1183,1226,2409,53,270,52,8
18404南越前町　　　　　,4781,5164,9945,279,835,165,37
18423越前町　　　　　　,9616,10327,19943,576,1662,354,122
18442美浜町　　　　　　,4591,4517,9108,326,775,206,44
18481高浜町　　　　　　,5376,4802,10178,369,692,201,64
18483おおい町　　　　　,3962,3878,7840,340,574,197,43
18501若狭町　　　　　　,6652,7266,13918,444,1172,226,76
19山梨県　　　　　　　 ,390141,404217,794358,25658,50992,16168,6222
1931甲府市保健所　　　 ,90235,93819,184054,6230,11747,4396,1547
1954峡南保健所　　　　 ,23104,24197,47301,971,4643,672,300
1959中北保健所　　　　 ,130747,133526,264273,9403,14461,5526,2204
1960峡東保健所　　　　 ,62096,66145,128241,3958,9136,2392,1008
1961富士・東部保健所　 ,83959,86530,170489,5096,11005,3182,1163
19201甲府市　　　　　　,90235,93819,184054,6230,11747,4396,1547
19202富士吉田市　　　　,22429,23597,46026,1609,2927,912,327
19204都留市　　　　　　,14676,15794,30470,849,1875,492,220
19205山梨市　　　　　　,16012,17233,33245,935,2509,537,217
19206大月市　　　　　　,10842,11496,22338,347,1985,285,127
19207韮崎市　　　　　　,14279,14296,28575,762,1711,518,229
19208南アルプス市　　　,33703,34748,68451,2436,3867,1313,544
19209北杜市　　　　　　,21290,22256,43546,963,3404,654,295
19210甲斐市　　　　　　,36741,37469,74210,3285,3301,1851,739
19211笛吹市　　　　　　,32071,33856,65927,2337,4272,1440,587
19212上野原市　　　　　,11130,11211,22341,381,1719,265,107
19213甲州市　　　　　　,14013,15056,29069,686,2355,415,204
19214中央市　　　　　　,14600,14748,29348,940,1435,627,235
19346市川三郷町　　　　,7053,7426,14479,343,1278,183,87
19364早川町　　　　　　,624,467,1091,9,133,21,8
19365身延町　　　　　　,5168,5399,10567,127,1359,133,57
19366南部町　　　　　　,3457,3640,7097,109,730,98,39
19368富士川町　　　　　,6802,7265,14067,383,1143,237,109
19384昭和町　　　　　　,10134,10009,20143,1017,743,563,162
19422道志村　　　　　　,806,792,1598,30,113,28,15
19423西桂町　　　　　　,1934,2078,4012,107,222,55,34
19424忍野村　　　　　　,5012,3972,8984,452,361,423,67
19425山中湖村　　　　　,2490,2568,5058,173,261,100,38
19429鳴沢村　　　　　　,1380,1423,2803,97,211,48,14
19430富士河口湖町　　　,12649,13005,25654,1030,1215,551,213
19442小菅村　　　　　　,339,337,676,13,53,11,1
19443丹波山村　　　　　,272,257,529,8,63,12,-
20長野県　　　　　　　 ,985058,1028481,2013539,65258,131395,39882,14170
2031長野市保健所　　　 ,179537,189320,368857,12661,21989,7735,2352
2032松本市保健所　　　 ,116572,120519,237091,8459,13422,5587,1864
2051佐久保健所　　　　 ,98132,101876,200008,6721,13283,3982,1541
2053上田保健所　　　　 ,92929,96813,189742,6145,12506,3811,1362
2054諏訪保健所　　　　 ,93545,96823,190368,5958,12276,3659,1438
2056伊那保健所　　　　 ,86445,89220,175665,5709,11138,3350,1198
2057飯田保健所　　　　 ,73811,78685,152496,5178,11403,2860,1075
2058木曽保健所　　　　 ,12253,12905,25158,494,2529,346,113
2059松本保健所　　　　 ,88149,91570,179719,5811,11215,3657,1333
2061大町保健所　　　　 ,26908,28180,55088,1377,3991,962,406
2066長野保健所　　　　 ,76991,80826,157817,4505,11242,2664,984
2068北信保健所　　　　 ,39786,41744,81530,2240,6401,1269,504
20201長野市　　　　　　,179537,189320,368857,12661,21989,7735,2352
20202松本市　　　　　　,116572,120519,237091,8459,13422,5587,1864
20203上田市　　　　　　,73636,76806,150442,4947,9850,3119,1104
20204岡谷市　　　　　　,22896,24164,47060,1457,3219,926,346
20205飯田市　　　　　　,46436,49608,96044,3445,6753,1963,689
20206諏訪市　　　　　　,23275,24272,47547,1664,2907,1081,391
20207須坂市　　　　　　,24053,24851,48904,1546,3150,873,329
20208小諸市　　　　　　,19732,20502,40234,1363,2637,814,370
20209伊那市　　　　　　,31717,32752,64469,2072,4108,1284,487
20210駒ケ根市　　　　　,15473,16133,31606,1058,2163,632,207
20211中野市　　　　　　,20421,21334,41755,1302,2699,707,286
20212大町市　　　　　　,12472,13054,25526,657,1906,460,180
20213飯山市　　　　　　,9425,9920,19345,490,1619,262,90
20214茅野市　　　　　　,27746,27670,55416,1766,3096,1037,419
20215塩尻市　　　　　　,32992,32927,65919,2368,3872,1624,515
20217佐久市　　　　　　,47550,49385,96935,3541,6138,2012,706
20218千曲市　　　　　　,28098,29929,58027,1753,4026,1028,367
20219東御市　　　　　　,14576,15081,29657,957,1782,557,212
20220安曇野市　　　　　,44948,48053,93001,2844,5666,1700,661
20303小海町　　　　　　,2088,2197,4285,115,408,63,19
20304川上村　　　　　　,1815,1704,3519,145,251,69,20
20305南牧村　　　　　　,1382,1406,2788,97,258,49,16
20306南相木村　　　　　,463,478,941,15,83,11,9
20307北相木村　　　　　,347,371,718,15,69,11,10
20309佐久穂町　　　　　,4944,5204,10148,241,882,174,48
20321軽井沢町　　　　　,8976,9805,18781,521,1131,326,162
20323御代田町　　　　　,7574,7580,15154,504,865,342,130
20324立科町　　　　　　,3261,3244,6505,164,561,111,51
20349青木村　　　　　　,1958,2133,4091,122,364,64,23
20350長和町　　　　　　,2759,2793,5552,119,510,71,23
20361下諏訪町　　　　　,9156,9761,18917,486,1532,279,133
20362富士見町　　　　　,6740,7124,13864,358,1010,221,93
20363原村　　　　　　　,3732,3832,7564,227,512,115,56
20382辰野町　　　　　　,8861,9324,18185,432,1411,288,107
20383箕輪町　　　　　　,12169,12067,24236,787,1346,464,155
20384飯島町　　　　　　,4286,4495,8781,247,695,135,56
20385南箕輪村　　　　　,7723,7787,15510,710,705,362,105
20386中川村　　　　　　,2175,2413,4588,136,274,59,29
20388宮田村　　　　　　,4041,4249,8290,267,436,126,52
20402松川町　　　　　　,6007,6409,12416,382,846,220,87
20403高森町　　　　　　,6088,6561,12649,408,821,200,96
20404阿南町　　　　　　,2062,2196,4258,86,554,49,18
20407阿智村　　　　　　,2843,3098,5941,193,530,79,45
20409平谷村　　　　　　,189,195,384,4,39,3,4
20410根羽村　　　　　　,410,427,837,20,107,9,3
20411下條村　　　　　　,1702,1807,3509,119,280,59,25
20412売木村　　　　　　,246,295,541,8,47,8,5
20413天龍村　　　　　　,552,615,1167,22,213,14,4
20414泰阜村　　　　　　,716,800,1516,55,199,23,6
20415喬木村　　　　　　,2887,3029,5916,196,472,91,29
20416豊丘村　　　　　　,3141,3166,6307,218,421,124,59
20417大鹿村　　　　　　,532,479,1011,22,121,18,5
20422上松町　　　　　　,2034,2042,4076,57,444,54,21
20423南木曽町　　　　　,1886,2000,3886,74,399,53,19
20425木祖村　　　　　　,1231,1437,2668,56,297,28,10
20429王滝村　　　　　　,337,365,702,16,70,9,3
20430大桑村　　　　　　,1637,1726,3363,93,322,50,11
20432木曽町　　　　　　,5128,5335,10463,198,997,152,49
20446麻績村　　　　　　,1214,1361,2575,57,361,29,16
20448生坂村　　　　　　,818,810,1628,54,139,26,12
20450山形村　　　　　　,4046,4191,8237,273,503,133,72
20451朝日村　　　　　　,2096,2142,4238,138,290,83,37
20452筑北村　　　　　　,2035,2086,4121,77,384,62,20
20481池田町　　　　　　,4486,4776,9262,176,836,120,70
20482松川村　　　　　　,4557,4908,9465,257,542,171,74
20485白馬村　　　　　　,4061,4188,8249,215,501,179,62
20486小谷村　　　　　　,1332,1254,2586,72,206,32,20
20521坂城町　　　　　　,6679,6943,13622,324,1073,200,90
20541小布施町　　　　　,5109,5504,10613,334,673,160,48
20543高山村　　　　　　,3176,3343,6519,125,536,97,28
20561山ノ内町　　　　　,5480,5704,11184,228,1038,183,75
20562木島平村　　　　　,2110,2244,4354,88,482,54,29
20563野沢温泉村　　　　,1553,1694,3247,104,318,45,14
20583信濃町　　　　　　,3786,3894,7680,157,700,108,39
20588小川村　　　　　　,1093,1106,2199,47,264,31,10
20590飯綱町　　　　　　,4997,5256,10253,219,820,167,73
20602栄村　　　　　　　,797,848,1645,28,245,18,10
21岐阜県　　　　　　　 ,934429,990252,1924681,61442,119500,36256,13857
2134岐阜市保健所　　　 ,188221,205958,394179,13436,23691,8344,2967
2156関保健所　　　　　 ,68510,71926,140436,3983,10144,2262,908
2159東濃保健所　　　　 ,94216,100379,194595,5629,12522,3352,1355
2160恵那保健所　　　　 ,59180,62387,121567,3456,8911,2023,812
2163岐阜保健所　　　　 ,187024,194544,381568,13798,19794,8101,3061
2164西濃保健所　　　　 ,169963,178952,348915,10262,21881,6142,2443
2165可茂保健所　　　　 ,101317,104536,205853,6664,12085,3819,1466
2166飛騨保健所　　　　 ,65998,71570,137568,4214,10472,2213,845
21201岐阜市　　　　　　,188221,205958,394179,13436,23691,8344,2967
21202大垣市　　　　　　,74305,78665,152970,5640,8816,3398,1195
21203高山市　　　　　　,40179,43531,83710,2874,5770,1505,568
21204多治見市　　　　　,50562,54205,104767,3064,6175,1884,744
21205関市　　　　　　　,40635,42545,83180,2452,5276,1479,604
21206中津川市　　　　　,36460,38203,74663,2241,5243,1312,512
21207美濃市　　　　　　,9069,9688,18757,471,1496,240,108
21208瑞浪市　　　　　　,17655,18522,36177,1132,2447,654,246
21209羽島市　　　　　　,31701,32791,64492,1972,3505,1189,557
21210恵那市　　　　　　,22720,24184,46904,1215,3668,711,300
21211美濃加茂市　　　　,25485,26052,51537,1959,2589,1045,386
21212土岐市　　　　　　,25999,27652,53651,1433,3900,814,365
21213各務原市　　　　　,69537,71784,141321,4831,7353,2870,1028
21214可児市　　　　　　,45266,46676,91942,2999,4685,1827,681
21215山県市　　　　　　,12006,12677,24683,539,1745,321,143
21216瑞穂市　　　　　　,26891,27071,53962,2597,2116,1515,479
21217飛騨市　　　　　　,10808,11607,22415,537,1868,282,118
21218本巣市　　　　　　,15652,16659,32311,866,1958,452,229
21219郡上市　　　　　　,18806,19693,38499,1060,3372,543,196
21220下呂市　　　　　　,14265,15696,29961,739,2723,398,153
21221海津市　　　　　　,15707,16333,32040,638,2190,418,192
21302岐南町　　　　　　,12389,12865,25254,1452,1072,858,279
21303笠松町　　　　　　,10389,11453,21842,872,1257,495,190
21341養老町　　　　　　,12870,13564,26434,519,1877,356,157
21361垂井町　　　　　　,12571,13037,25608,696,1678,396,169
21362関ケ原町　　　　　,3136,3335,6471,104,566,77,33
21381神戸町　　　　　　,8944,9276,18220,495,1102,323,127
21382輪之内町　　　　　,4513,4677,9190,299,472,158,63
21383安八町　　　　　　,6898,7170,14068,373,810,217,119
21401揖斐川町　　　　　,9238,10069,19307,394,1786,233,96
21403大野町　　　　　　,10637,11133,21770,560,1223,283,141
21404池田町　　　　　　,11144,11693,22837,544,1361,283,151
21421北方町　　　　　　,8459,9244,17703,669,788,401,156
21501坂祝町　　　　　　,3847,3692,7539,293,400,163,65
21502富加町　　　　　　,2631,2860,5491,221,322,95,33
21503川辺町　　　　　　,4748,4912,9660,287,644,147,65
21504七宗町　　　　　　,1607,1768,3375,66,403,47,21
21505八百津町　　　　　,4860,5195,10055,194,922,122,52
21506白川町　　　　　　,3439,3869,7308,114,837,81,35
21507東白川村　　　　　,952,1044,1996,44,192,30,10
21521御嵩町　　　　　　,8482,8468,16950,487,1091,262,118
21604白川村　　　　　　,746,736,1482,64,111,28,6
22静岡県　　　　　　　 ,1745786,1795148,3540934,113292,216881,71930,27350
2201静岡市保健所　　　 ,332451,350082,682533,21300,42244,14194,5116
2202浜松市保健所　　　 ,381284,385816,767100,27015,43635,16745,5646
2251賀茂保健所　　　　 ,28172,30860,59032,1004,6192,798,442
2253熱海保健所　　　　 ,45694,52887,98581,1667,9475,1472,846
2257御殿場保健所　　　 ,53188,49489,102677,3571,5580,2433,849
2258富士保健所　　　　 ,180256,185515,365771,11553,21100,7562,3440
2271東部保健所　　　　 ,257307,268304,525611,16282,33130,10504,4352
2272中部保健所　　　　 ,216058,225036,441094,13537,27455,8076,3223
2276西部保健所　　　　 ,251376,247159,498535,17363,28070,10146,3436
22100静岡市　　　　　　,332451,350082,682533,21300,42244,14194,5116
22101静岡市葵区　　　　,118497,127782,246279,7641,15563,4707,1797
22102静岡市駿河区　　　,102726,105476,208202,7465,11250,5339,1628
22103静岡市清水区　　　,111228,116824,228052,6194,15431,4148,1691
22130浜松市　　　　　　,381284,385816,767100,27015,43635,16745,5646
22131浜松市中区　　　　,113471,113519,226990,8239,12429,5525,1704
22132浜松市東区　　　　,62640,63254,125894,5285,6303,3227,1002
22133浜松市西区　　　　,52084,53331,105415,3272,6049,1900,737
22134浜松市南区　　　　,47677,47456,95133,3552,5244,2494,855
22135浜松市北区　　　　,44688,46082,90770,2723,5849,1490,596
22136浜松市浜北区　　　,47940,48585,96525,3531,4915,1852,644
22137浜松市天竜区　　　,12784,13589,26373,413,2846,257,108
22203沼津市　　　　　　,90950,94018,184968,5071,12820,3832,1584
22205熱海市　　　　　　,15236,18427,33663,460,3750,501,284
22206三島市　　　　　　,51783,54645,106428,3220,6122,1915,830
22207富士宮市　　　　　,62232,63710,125942,3746,7478,2363,1143
22208伊東市　　　　　　,30458,34460,64918,1207,5725,971,562
22209島田市　　　　　　,46169,48170,94339,3057,6097,1642,621
22210富士市　　　　　　,118024,121805,239829,7807,13622,5199,2297
22211磐田市　　　　　　,79684,78932,158616,5170,9005,3150,1051
